synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:000162,internal:0416adbc85f8d495907946558f3660affdc8ad218333e7756b663e27ecc27d4c,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,BHATINDA,Normal/Others,WS/MP716/2023-2024/5030 - Providing drains and gutters for public drainage,1000000,2023-07-20,Sanctioned,FUTURE,DEPUTY COMMISSIONER BHATINDA_IDA,,SANGAT,Sangat Kalan (99),Smt Harsimrat Kaur Badal,Lok Sabha,BHATINDA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER BHATINDA_IDA,SYNTHETIC BHATINDA General Works Constructions,2023-07-28,2023-08-05,2024-01-21,2023-08-05,,1000000,54000,30.846964,75.059847,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Sangat Kalan (99), Punjab",6,,,
synthetic:enr:26102:000163,internal:041bf8215e9f6f92c953340373ca34c5073a780a750521637351c61324250d2d,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0006,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,KURNOOL,Normal/Others,WS/MP310/2023-2024/10330 - Installing tube-wells and borewells,200000,2023-08-17,Sanctioned,FUTURE,DISTRICT COLLECTOR KURNOOL_IDA,,MADDIKERA (EAST),Yedavali,Dr Sanjeev Kumar Singari,Lok Sabha,KURNOOL [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KURNOOL_IDA,SYNTHETIC KURNOOL General Works Contractor,2023-09-06,2024-06-23,2024-10-17,,,200000,0,15.804544,77.994726,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Yedavali, Andhra Pradesh",0,,,
synthetic:enr:26102:000164,internal:0424c55c16fbccc9d562e92363193591b3bfeef3b76f506ac0ade8de49c6ed0f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Sikkim,Sitting Rajya Sabha,Normal/Others,WS/MP174/2023-2024/11342 - Construction of public irrigation facilities,800000,2023-08-20,Sanctioned,FUTURE,DISTRICT COLLECTOR NAMCHI_IDA,,RAVANGLA,Sangmo,SHRI Hishey Lachungpa,Rajya Sabha,NAMCHI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR NAMCHI_IDA,SYNTHETIC NAMCHI Water Systems Agency,2023-09-09,2024-06-23,2024-09-10,,,800000,0,27.574704,88.655948,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Water site near Sangmo, Sikkim",0,,,
synthetic:enr:26102:000165,internal:04269eec6f12efacd0fc127d506e5c88bab8d2e09272249b2e3277efe651b00f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,KISHANGANJ,Normal/Others,NA - Lighting of public spaces,650000,2023-11-25,Unsanctioned,FUTURE,DISTRICT PLANNING OFFICER KISHANGANJ_IDA,,KISHANGANJ,Teosa,Dr Mohammad Jawed,Lok Sabha,KISHANGANJ [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER KISHANGANJ_IDA,SYNTHETIC KISHANGANJ Lighting Works Constructions,,,,,,,,24.797305,85.082664,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Teosa, Bihar",0,,,
synthetic:enr:26102:000166,internal:0426b7e17c29113f453e3e0ff3364f58a1b91f7f2ae249dfc1a3466ac871ea65,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Karnataka,KOLAR(SC),Normal/Others,NA - Construction of bus-sheds or bus-stops,490000,2023-11-04,Unsanctioned,FUTURE,DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA,,CHIKBALLAPUR,Yennur Kadirenahalli,S Muniswamy,Lok Sabha,CHICKKABALLAPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA,SYNTHETIC CHICKKABALLAPUR General Works Contractor,,,,,,,,15.063929,75.42051,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Yennur Kadirenahalli, Karnataka",0,,,
synthetic:enr:26102:000167,internal:04290c36fde31bc45655b004e00805f82f6b4ab72da2b9bd3a525cb8a91ec38b,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0129,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Telangana,ADILABAD(ST),Normal/Others,"WS/MP462/2023-2024/25515 - Construction of roads, approach roads, link roads and pathways",250000,2023-09-23,Ongoing,ONGOING,DISTRICT COLLECTOR ADILABAD_IDA,,ICHODA,Narsapur,Soyam Babu Rao,Lok Sabha,ADILABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR ADILABAD_IDA,SYNTHETIC ADILABAD Roadworks Agency,2023-10-23,2023-11-10,2024-08-04,2023-11-17,,250000,63131,18.10387,79.253193,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Narsapur, Telangana",27,1,63131,63131
synthetic:enr:26102:000168,internal:043a0040b1f134cafa8d0594a1c260320b1de00e60d6a7a5d0df65efe69a1257,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP190/2023-2024/36997 - Street lights,243000,2023-10-14,Sanctioned,FUTURE,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,POWAYAN,Khajuria,Shri Mithilesh Kumar,Rajya Sabha,SHAHJAHANAPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,SYNTHETIC SHAHJAHANAPUR Lighting Works Contractor,2023-10-24,2024-06-23,2024-08-01,,,243000,0,26.716091,80.848001,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Khajuria, Uttar Pradesh",0,,,
synthetic:enr:26102:000169,internal:04526c798e8c04c38f4b9529570647a7a36d4040cb0c1cf23ebf4ab92241c42f,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,SALEM,Normal/Others,WS/MP752/2023-2024/56447 - Lighting of public spaces,540000,2023-12-05,Sanctioned,FUTURE,DISTRICT COLLECTOR SALEM_IDA,Idappadi,,,SR Parthiban,Lok Sabha,SALEM [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SALEM_IDA,SYNTHETIC SALEM Lighting Works Agency,2023-12-14,2023-12-30,2024-01-05,2023-12-30,,540000,43740,11.105994,78.872253,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Idappadi, Tamil Nadu",9,,,
synthetic:enr:26102:000170,internal:04560882a74635865c9c12bc14a949f9aed022d4638f35d3606620775d2a2100,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,PILIBHIT,Normal/Others,"WS/MP470/2023-2024/25437 - Construction of roads, approach roads, link roads and pathways",478000,2023-09-23,Sanctioned,FUTURE,DISTRICT MAGISTRAE PILIBHIT_IDA,,PURANPUR,Sirsa,Feroze Varun Gandhi,Lok Sabha,PILIBHIT [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE PILIBHIT_IDA,SYNTHETIC PILIBHIT Roadworks Constructions,2023-10-02,2023-10-16,2024-02-25,2023-10-16,,478000,55926,26.761202,80.668209,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Sirsa, Uttar Pradesh",13,,,
synthetic:enr:26102:000171,internal:0466d7939c68b5a579b66b87fbd96c767e540450d14e34a6683ed7b521a5d9f7,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,ARAKU(ST),Normal/Others,WS/MP401/2023-2024/69402 - Construction of water tanks,1500000,2023-12-25,Unsanctioned,FUTURE,DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA,,Y. Ramavaram,Gurtedu,Goddeti Madhavi,Lok Sabha,ALLURI SITHARAMARAJU [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA,SYNTHETIC ALLURI SITHARAMARAJU General Works Agency,,,,,,,,18.319433,82.823654,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Gurtedu, Andhra Pradesh",0,,,
synthetic:enr:26102:000172,internal:046aa2869024d1ec336c3ede5dfc2580f9ed08f6fd6e004d1da50b0e2f9b7b35,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,Sitting Rajya Sabha,Normal/Others,"WS/MP024/2023-2024/38674 - Construction of roads, approach roads, link roads and pathways",250000,2023-10-19,Ongoing,ONGOING,DISTRICT COLLECTOR NELLORE_IDA,,DUTTALUR,Narrawada,SHRI Kanakamedala Ravindra Kumar,Rajya Sabha,NELLORE [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR NELLORE_IDA,SYNTHETIC NELLORE Roadworks Constructions,2023-11-25,2023-12-09,2024-07-30,2023-12-18,,250000,430242,15.906168,79.765919,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Narrawada, Andhra Pradesh",31,2,135825,271651
synthetic:enr:26102:000173,internal:046fc642b19762f819c0136a9506bb9a363519d53ce39abc966e0ad393b4fdda,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP010/2023-2024/15070 - Purchase of mobile water tankers,156733,2023-09-01,Ongoing,ONGOING,DISTRICT COLLECTOR DHAR_IDA,,KUKSHI,Lengsari,Dr . Sumer Singh Solanki,Rajya Sabha,DHAR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR DHAR_IDA,SYNTHETIC DHAR General Works Constructions,2023-10-07,2023-10-20,2024-11-12,2023-10-21,,156733,96453,22.772806,78.566802,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Lengsari, Madhya Pradesh",63,3,32151,96453
synthetic:enr:26102:000174,internal:0477f76b20cc99e523fd5fb483f22db978accc0d949b825399a8dc463431a4ce,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",West Bengal,Sitting Rajya Sabha,Normal/Others,NA - Installing tube-wells and borewells,200000,2023-07-07,Unsanctioned,FUTURE,DISTRICT MAGISTRATE PURULIA_IDA,,SANTURI,Ramchandrapur,SH Derek o Brien,Rajya Sabha,PURULIA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE PURULIA_IDA,SYNTHETIC PURULIA General Works Contractor,,,,,,,,22.77864,87.955367,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Ramchandrapur, West Bengal",0,,,
synthetic:enr:26102:000175,internal:047eaf97fa3ac82d32b84b6e3762e2720b07863410da7fa8a7a03405ff57f13c,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jammu And Kashmir,BARAMULLAH,Normal/Others,NA - Installing tube-wells and borewells,279000,2023-12-10,Unsanctioned,FUTURE,Deputy Commissioner Bandipora_IDA,,HAJIN,Gundi Saderkote,Mohammad Akbar Lone,Lok Sabha,Bandipora [SYNTHETIC],SYNTHETIC implementing unit attached to Deputy Commissioner Bandipora_IDA,SYNTHETIC Bandipora General Works Constructions,,,,,,,,33.255821,75.649585,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Gundi Saderkote, Jammu And Kashmir",0,,,
synthetic:enr:26102:000176,internal:0488639e7108f51e2710b57f9c67e8c5923cebf5007f0911e298c5085967f564,HYBRID,SYNTHETIC,2024-06-30,MIXED,,"OVERLAP,COST_ANOMALY",synthetic:overlap:26102:0173,"SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding. | SYNTHETIC MIXED signals: OVERLAP,COST_ANOMALY","SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,VAISHALI,Normal/Others,WS/MP317/2023-2024/1355 - Construction of bus-sheds or bus-stops,1461500,2023-06-20,Sanctioned,FUTURE,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,SARAIYA,Berua,Smt Veena Devi,Lok Sabha,MUZAFFARPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,SYNTHETIC MUZAFFARPUR General Works Constructions,2023-07-13,2024-06-23,2024-11-14,,,1461500,2849767,25.37018,85.529465,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Berua, Bihar",0,2,845841,1691683
synthetic:enr:26102:000177,internal:04a2d6b4564a5326c70933082efca9b1e5775d626fb31a9ce1ea858bb6e6d138,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,BHAGALPUR,Normal/Others,WS/MP499/2023-2024/3050 - Lighting of public spaces,921499,2023-07-08,Sanctioned,FUTURE,DISTRICT PLANNING OFFICER BHAGALPUR_IDA,Naugachhia,,,Ajay Kumar Mandal,Lok Sabha,BHAGALPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER BHAGALPUR_IDA,SYNTHETIC BHAGALPUR Lighting Works Agency,2023-07-28,2024-06-23,2024-08-28,,,921499,0,25.318238,85.106646,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Naugachhia, Bihar",0,,,
synthetic:enr:26102:000178,internal:04a6d8aa9cf1bbcf18aef4ccad227150deee0f0e0118a829ad7f448e535f1611,HYBRID,SYNTHETIC,2024-06-30,MIXED,,"COST_ANOMALY,TIME_ANOMALY",,"SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding. | SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding. | SYNTHETIC MIXED signals: COST_ANOMALY,TIME_ANOMALY","SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/33909 - Lighting of public spaces,243000,2023-10-07,Sanctioned,FUTURE,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,SHAHJAHANPUR,,,Gulam Ali (NRS),Rajya Sabha,SHAHJAHANAPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,SYNTHETIC SHAHJAHANAPUR Lighting Works Constructions,2023-11-14,2023-11-23,2024-02-15,2023-11-23,,243000,466771,33.351396,75.097036,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near SHAHJAHANPUR, Jammu And Kashmir",7,2,173945,347890
synthetic:enr:26102:000179,internal:04ae94ef566b746a5ca5f1936c525189c2403451236f1521be6b45e0e65db181,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,Sitting Rajya Sabha,Normal/Others,"WS/MP015/2023-2024/11760 - Construction of roads, approach roads, link roads and pathways",1000000,2023-08-21,Unsanctioned,FUTURE,DISTRICT COLLECTOR MADURAI_IDA,,MADURAI WEST,Veerapandi BIT 1,Shri R. Dharmar,Rajya Sabha,MADURAI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR MADURAI_IDA,SYNTHETIC MADURAI Roadworks Contractor,,,,,,,,11.208243,78.925669,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Veerapandi BIT 1, Tamil Nadu",0,,,
synthetic:enr:26102:000180,internal:04b1be6d8fc639bc5cc1be37f7ed94f80a0674d0c3c4af69f1d7ccfa1844631b,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Maharashtra,WARDHA,Normal/Others,NA - Installing community drinking water plants,150000,2023-10-17,Unsanctioned,FUTURE,DISTRICT COLLECTOR WARDHA_IDA,,HINGANGHAT,Kangaon,Ramdas Chandrabhanji Tadas,Lok Sabha,WARDHA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR WARDHA_IDA,SYNTHETIC WARDHA Water Systems Constructions,,,,,,,,20.030946,75.713132,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Water site near Kangaon, Maharashtra",0,,,
synthetic:enr:26102:000181,internal:04b42b1ab4a213818c03d9f6c50884de73ec267d138f2a3db0280b88ff13f5e8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,CHANDAULI,Normal/Others,WS/MP776/2023-2024/46264 - Lighting of public spaces,2869200,2023-11-06,Unsanctioned,FUTURE,DISTRICT MAGISTRATE CHANDAULI_IDA,Chandauli,,,Mahendra Nath Pandey,Lok Sabha,CHANDAULI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE CHANDAULI_IDA,SYNTHETIC CHANDAULI Lighting Works Agency,,,,,,,,27.120347,80.782072,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Chandauli, Uttar Pradesh",0,,,
